chr1	9902961	9903332	4	3	6	4	1	2	1	6
chr1	9906976	9907362	15	9	12	11	7	3	6	2
chr1	9943772	9944454	51	50	44	57	28	51	34	32
chr1	9945130	9945530	21	19	24	25	8	12	7	12
chr1	9953001	9953250	4	6	5	3	3	4	3	1
chr1	9967966	9968230	7	6	2	8	4	9	3	9
chr1	9983041	9983310	2	1	1	1	1	2	3	2
chr1	9991816	9992209	5	5	5	5	4	3	8	8
chr1	9992320	9992520	1	0	0	1	0	1	0	5
chr1	10003285	10003660	3	3	7	12	5	11	8	6
chr1	10007270	10007614	10	15	6	8	3	8	5	11
chr1	10037749	10038367	27	37	46	39	32	31	22	30
chr1	10039453	10040250	67	78	62	91	55	60	41	46
chr1	10061022	10061288	2	3	3	5	0	1	3	2
chr1	10089563	10089777	4	4	4	3	0	3	1	3
chr1	10114798	10115133	3	4	6	11	5	5	2	6
chr1	10177648	10177958	1	4	1	5	3	2	2	8
chr1	10220010	10220550	3	10	18	21	3	8	6	10
chr1	10232277	10233372	65	81	87	102	48	83	55	81
chr1	10254343	10254824	6	5	3	10	1	9	3	5
chr1	10261188	10261657	9	16	13	17	3	8	6	7
chr1	10266855	10267176	3	13	16	18	6	5	9	9
chr1	10269231	10269431	8	4	5	10	6	0	2	5
chr1	10280155	10280649	7	17	31	26	7	15	17	17
chr1	10296902	10297118	6	6	8	7	5	3	4	1
chr1	10325513	10326140	11	22	18	27	18	24	16	14
chr1	10880310	10880606	4	4	6	5	6	6	2	3
chr1	12864094	12864455	8	16	6	17	4	5	5	4
chr1	12865042	12865582	19	22	18	23	12	14	15	12
chr1	12942434	12942773	3	3	5	3	1	4	4	3
chr1	12983164	12983562	7	13	18	21	13	12	9	20
chr1	12992028	12992909	24	78	85	102	23	77	43	44
chr1	13012654	13012990	7	8	13	20	4	8	3	9
chr1	13029328	13029730	12	6	8	16	8	9	4	12
chr1	13052104	13052421	5	5	10	12	6	14	5	4
chr1	13153132	13153534	10	5	12	4	8	12	10	9
chr1	13162365	13162698	2	5	5	2	2	8	2	4
chr1	13176593	13176841	5	6	7	11	5	7	4	4
chr1	13188402	13188904	15	20	11	20	8	20	6	19
chr1	13206816	13207317	8	11	13	15	16	17	11	18
chr1	13232094	13232469	12	8	4	5	2	7	8	3
chr1	13256183	13256624	16	18	21	32	11	10	14	18
chr1	13267244	13267794	7	10	11	9	5	10	8	5
chr1	13293387	13293741	9	19	10	15	10	9	4	9
chr1	13295569	13295866	4	4	7	4	3	4	3	8
chr1	13301423	13301809	5	15	16	13	6	6	8	14
chr1	13311587	13311999	5	4	4	2	6	3	4	4
chr1	13328442	13328743	2	4	12	7	4	4	5	4
chr1	13332606	13332995	6	4	7	6	4	2	3	4
chr1	13335960	13336606	20	13	17	14	15	19	9	13
chr1	13342456	13343016	8	8	9	10	16	11	7	10
chr1	13360640	13361040	5	4	10	15	7	9	8	9
chr1	13372272	13373690	124	163	160	207	108	163	81	152
chr1	13373898	13374577	34	42	34	46	33	34	19	39
chr1	13383574	13383985	4	4	8	8	2	7	2	6
chr1	13424528	13424913	13	4	13	19	13	13	7	12
chr1	13426289	13427019	14	20	22	36	24	19	17	24
chr1	13454499	13454940	9	14	11	10	11	5	7	2
chr1	13513719	13514266	19	29	27	43	17	29	13	37
chr1	13531527	13531835	4	7	8	10	4	4	1	1
chr1	13589241	13590264	60	56	67	82	49	54	34	55
chr1	13593188	13593624	21	11	19	24	19	19	10	22
chr1	13606672	13607189	12	5	8	6	6	5	12	5
chr1	13615907	13616187	2	2	4	1	2	4	1	1
chr1	13623486	13623910	0	10	2	1	1	2	4	3
chr1	13639439	13639875	0	3	3	4	2	5	7	4
chr1	13647768	13648332	56	54	49	41	43	60	27	43
chr1	13652129	13652512	14	14	14	16	9	11	3	8
chr1	13658930	13659213	8	9	9	14	11	11	0	9
chr1	13659558	13660854	84	101	93	132	84	111	53	110
chr1	13752540	13752865	3	4	2	4	2	4	3	8
chr1	13772145	13772481	14	15	7	13	6	7	11	14
chr1	13788970	13789612	6	11	12	16	6	4	15	10
chr1	13839908	13840433	22	21	27	21	21	25	10	24
chr1	13865702	13866095	11	17	13	22	2	11	10	8
chr1	13866247	13866553	6	13	6	18	1	8	3	11
chr1	13873898	13874410	20	26	25	41	29	47	21	28
chr1	13883387	13883674	6	4	10	17	12	5	5	11
chr1	13980179	13980709	32	27	22	22	18	23	6	21
chr1	14017070	14017270	4	5	5	4	2	7	2	3
chr1	14104502	14104863	10	9	10	6	8	9	2	8
chr1	14143886	14144242	11	12	7	15	8	13	9	8
chr1	14218611	14219055	12	8	13	11	13	16	3	14
chr1	14224887	14225218	4	4	3	3	1	3	2	3
chr1	14297025	14297259	4	3	7	7	5	6	3	4
chr1	14298999	14299351	6	12	2	5	10	8	4	12
chr1	14304475	14304926	10	19	13	21	12	20	8	15
chr1	14309627	14310319	17	22	18	24	15	28	17	21
chr1	14484457	14484941	7	11	16	20	6	28	11	25
chr1	14495735	14495945	3	1	5	1	2	1	3	3
chr1	14506545	14506745	4	7	3	11	5	2	2	6
chr1	14570699	14570919	4	3	5	5	2	4	3	5
chr1	14579324	14579949	34	38	51	51	17	43	19	40
chr1	14590782	14591190	7	14	8	14	3	15	6	8
chr1	14595939	14596586	32	44	46	59	25	52	33	43
chr1	14630474	14630714	5	3	4	2	1	3	2	3
chr1	14635893	14636267	5	4	11	8	4	3	6	3
chr1	14772776	14772976	0	1	3	3	6	2	5	1
chr1	14924835	14925212	11	13	18	9	4	4	8	6
chr1	14995378	14995723	3	9	6	6	2	6	4	7
chr1	15656891	15657308	0	2	1	3	3	3	3	3
chr1	15683668	15684012	3	4	4	2	2	2	1	1
chr1	15690809	15691152	11	8	8	6	3	8	2	3
chr1	15798955	15799282	4	7	11	6	2	8	4	5
chr1	15805285	15806270	93	100	114	161	81	116	56	77
chr1	15902617	15902826	3	2	5	3	3	3	0	1
chr1	16059730	16060148	14	12	14	20	9	6	3	9
chr1	16079108	16079318	3	5	4	5	4	3	2	4
chr1	16093112	16093323	3	4	2	4	3	9	2	2
chr1	16104179	16106022	148	192	171	215	130	151	103	163
chr1	16110771	16111141	8	13	9	3	7	7	8	6
chr1	16161470	16162048	6	14	13	35	11	13	11	18
chr1	16228128	16228907	38	63	54	42	35	58	29	32
chr1	16433429	16433747	4	8	8	7	2	3	1	2
chr1	16440259	16440568	6	4	3	10	5	10	6	6
chr1	16504909	16505392	21	14	16	16	10	19	10	12
chr1	16518670	16519553	20	34	29	46	19	31	14	31
chr1	16519732	16519940	2	11	3	14	6	6	3	8
chr1	16562860	16563060	5	3	7	2	4	8	6	3
chr1	16570738	16571364	8	9	16	13	7	18	7	10
chr1	16617835	16618273	24	17	23	31	13	17	14	12
chr1	16618765	16619637	50	61	62	95	40	57	43	49
chr1	16641948	16642673	20	14	14	14	15	20	6	7
chr1	16651084	16651441	9	7	11	14	2	8	6	6
chr1	16656533	16657473	91	83	90	135	79	68	51	79
chr1	16659500	16659775	7	5	15	22	8	13	10	6
chr1	16664994	16665661	16	23	22	35	17	21	16	28
chr1	16671145	16671440	0	8	10	11	4	5	6	4
chr1	16675066	16675330	7	3	8	9	3	1	2	1
chr1	16688083	16689024	65	70	67	91	49	65	29	44
chr1	16696606	16696917	8	8	6	6	5	6	3	5
chr1	16702792	16703321	23	25	34	26	25	37	17	17
chr1	16747184	16747744	16	13	16	17	17	19	12	17
chr1	16798239	16798674	23	30	32	33	27	30	17	17
chr1	16800990	16801339	4	8	8	8	5	7	6	7
chr1	16809421	16809698	2	2	5	11	1	4	1	3
chr1	17097650	17098155	28	37	27	40	26	39	22	21
chr1	17123414	17123769	6	4	9	14	6	3	4	7
chr1	17145242	17145692	6	8	10	11	9	10	8	5
chr1	17163673	17163925	3	8	3	4	3	7	3	6
chr1	17449322	17449522	3	5	10	3	3	3	2	6
chr1	17451383	17451992	7	16	7	5	10	10	10	9
chr1	17489173	17489606	8	5	7	6	5	5	4	2
chr1	17607113	17607455	16	8	6	2	6	7	4	8
chr1	17607885	17608916	25	34	44	34	37	63	18	41
chr1	20819989	20820658	91	82	96	116	71	114	61	85
chr1	20829255	20829945	37	23	41	47	20	22	13	34
chr1	20890337	20891420	52	67	61	98	63	76	49	61
chr1	20925992	20926311	4	6	4	5	1	7	4	5
chr1	20933454	20933847	21	12	25	25	13	18	8	12
chr1	20939062	20939383	6	11	8	9	12	4	8	10
chr1	20940194	20940523	6	4	8	10	1	2	4	7
chr1	20951307	20951897	36	32	32	38	27	46	20	32
chr1	20989593	20989908	1	8	5	14	4	5	6	12
chr1	20995525	20995968	7	20	10	13	6	10	8	9
chr1	21008767	21009233	7	5	9	5	4	10	3	9
chr1	21014389	21015036	52	56	59	72	47	70	29	65
chr1	21035776	21036301	17	12	18	24	13	19	8	19
chr1	21068504	21068784	4	5	2	5	2	6	4	3
chr1	21070058	21070405	1	14	10	7	5	6	5	13
chr1	21078916	21079827	88	106	110	133	80	99	63	89
chr1	21086290	21086662	2	4	9	5	1	7	5	6
chr1	21094677	21095254	10	28	26	25	15	27	11	22
chr1	21101204	21101645	8	7	8	11	5	7	2	10
chr1	21128840	21129040	4	4	4	11	3	6	1	5
chr1	21161783	21162059	4	5	6	11	3	2	4	9
chr1	21166203	21166637	12	19	22	25	8	12	12	26
chr1	21218361	21219037	43	55	47	68	29	49	28	48
chr1	21229401	21229735	4	3	2	6	4	3	1	4
chr1	21244254	21244641	2	11	11	11	6	18	5	15
chr1	21271316	21271900	9	18	13	24	6	11	8	22
chr1	21344375	21344626	3	3	4	9	3	6	1	2
chr1	21411253	21411643	8	7	11	7	8	9	4	8
chr1	21419388	21419637	5	2	6	6	3	5	1	8
chr1	21425628	21426020	5	7	13	21	1	5	5	5
chr1	21554688	21554958	3	4	3	6	6	4	3	5
chr1	21829779	21830545	22	45	48	35	22	34	24	28
chr1	21856394	21856820	15	8	11	10	11	11	6	8
chr1	21961138	21961595	19	18	26	22	15	21	13	17
chr1	21963504	21963827	6	10	13	13	13	18	6	11
chr1	22254333	22254539	4	6	2	1	2	2	2	3
chr1	22268975	22269390	6	8	14	5	13	8	4	7
chr1	23184762	23185097	8	3	8	6	6	16	4	7
chr1	23255917	23256916	92	87	100	131	77	101	63	106
chr1	23286763	23287037	6	7	4	5	4	5	6	6
chr1	23380050	23380658	36	42	70	56	44	53	35	41
chr1	23382883	23383700	144	157	159	179	125	168	82	143
chr1	23399552	23399972	10	16	24	22	4	14	5	14
chr1	23419058	23419335	6	9	7	5	5	6	1	2
chr1	23433547	23434143	37	34	39	55	35	38	19	29
chr1	23466110	23466763	13	23	19	21	5	9	9	18
chr1	23495482	23495791	2	3	7	8	2	6	6	3
chr1	23555780	23556181	7	14	18	27	6	7	14	21
chr1	23645286	23645490	1	1	2	1	2	2	2	4
chr1	23762724	23763241	18	14	12	14	9	10	11	12
chr1	23792797	23793109	6	6	5	5	4	7	8	4
chr1	23827093	23827489	7	5	8	12	4	7	6	4
chr1	23843663	23844164	21	6	17	16	8	8	11	11
chr1	23867328	23867789	24	14	16	14	19	23	15	17
chr1	23894863	23895179	3	2	2	2	1	2	1	4
chr1	23913112	23913345	1	2	3	5	2	2	2	3
chr1	23918194	23918397	3	4	3	4	3	2	1	0
chr1	23921765	23922622	50	65	85	95	53	72	50	68
chr1	23983023	23983580	22	24	30	32	21	33	15	15
chr1	24005211	24005923	40	36	41	51	28	36	21	34
chr1	24034035	24034397	2	5	5	11	8	7	3	5
chr1	24062258	24062458	3	7	5	6	5	9	2	5
chr1	24092478	24092781	7	5	3	8	0	2	2	7
chr1	24099966	24100720	38	38	51	58	30	28	26	32
chr1	24134972	24135172	7	5	3	5	1	4	0	6
chr1	24171492	24171800	9	3	7	5	4	4	1	5
chr1	24249174	24249486	12	8	6	12	3	9	5	1
chr1	24378570	24378859	2	4	6	7	3	4	1	9
chr1	24469515	24469963	16	17	20	20	11	13	6	11
chr1	24471165	24471627	16	23	28	28	15	19	10	13
chr1	24481607	24481953	5	5	2	5	3	3	2	7
chr1	24553390	24553883	13	37	31	26	17	47	20	22
chr1	24564819	24565222	3	2	5	2	2	2	3	4
chr1	24586853	24587152	3	8	7	6	6	7	4	10
chr1	24587263	24587463	5	2	5	3	6	4	1	6
chr1	24633696	24634028	8	6	6	6	7	6	1	6
chr1	24659883	24660308	6	3	11	5	4	8	1	5
chr1	24678163	24679044	120	121	130	142	100	121	66	100
chr1	24686219	24686778	11	6	16	18	7	13	8	8
chr1	24699266	24699736	33	27	21	37	27	30	22	30
chr1	28031486	28031700	6	2	5	2	3	4	4	0
chr1	28047618	28048342	23	24	25	25	25	31	7	21
chr1	28053934	28054416	25	36	20	34	29	38	16	22
chr1	30779574	30779902	6	3	2	9	2	10	1	5
chr1	30828800	30829060	6	5	11	15	3	4	3	7
chr1	30872969	30874230	97	88	113	138	75	98	57	99
chr1	30920758	30921259	15	26	18	25	21	20	11	14
chr1	30930235	30930585	8	11	6	13	8	8	3	4
chr1	30949036	30950545	206	202	224	258	173	223	128	194
chr1	31028472	31028756	8	4	6	12	7	6	2	5
chr1	31033874	31034322	8	11	9	16	14	8	10	11
chr1	31042808	31043069	4	8	5	8	1	1	0	3
chr1	31050004	31050817	56	63	64	77	47	72	36	74
chr1	31058227	31058427	1	2	0	0	3	1	0	0
chr1	31101196	31101428	4	4	5	1	0	4	4	1
chr1	31107975	31108289	5	3	3	6	5	8	1	1
chr1	31142127	31142599	6	12	11	8	6	11	3	8
chr1	31153922	31154332	7	12	12	19	8	8	11	20
chr1	31156933	31157257	1	1	1	0	1	2	0	5
chr1	32249439	32250006	10	20	28	31	6	9	9	12
chr1	33086101	33086377	1	2	0	1	3	4	4	0
chr1	33106631	33106843	3	5	7	4	1	2	3	2
chr1	33502888	33503255	11	14	11	10	7	13	6	15
chr1	33584574	33585035	12	7	8	8	3	11	6	7
chr1	33612546	33612816	5	3	1	2	3	2	0	7
chr1	33647724	33647969	1	6	2	5	0	6	0	1
chr1	33669532	33670065	27	28	30	37	27	33	19	34
chr1	33670123	33670637	24	31	25	34	19	26	18	23
chr1	33684500	33684824	5	6	10	11	3	4	3	5
chr1	33719710	33720375	27	23	30	32	11	33	21	25
chr1	33739269	33739709	11	4	11	19	6	10	8	5
chr1	33756477	33756686	0	0	3	5	0	1	2	1
chr1	33757517	33758055	18	14	16	22	16	21	10	8
chr1	33768055	33768380	2	5	5	2	4	3	3	4
chr1	33768651	33769102	8	8	9	9	5	12	6	12
chr1	33788122	33788676	7	11	11	6	5	5	2	4
chr1	33813494	33813800	3	8	6	9	5	4	2	9
chr1	33813941	33814767	55	70	69	82	51	63	28	56
chr1	33863290	33863583	6	3	3	4	1	2	2	1
chr1	33869631	33870036	1	3	2	2	1	3	2	1
chr1	33876413	33876888	15	16	18	16	13	16	15	7
chr1	33883256	33883827	25	21	22	31	18	23	17	28
chr1	33892925	33893136	1	4	6	1	0	6	2	2
chr1	33898492	33898692	5	6	10	7	2	5	4	5
chr1	33900098	33900558	13	18	29	31	19	32	22	17
chr1	33903592	33904057	28	45	38	44	27	29	12	24
chr1	33907574	33908206	22	28	29	33	13	22	15	16
chr1	33912608	33912886	4	5	5	7	10	5	3	5
chr1	33916545	33916931	12	16	19	19	6	7	8	11
chr1	33964675	33965040	3	9	12	12	7	5	2	6
chr1	34005589	34006080	19	13	20	27	18	16	12	16
chr1	34010938	34011776	48	53	57	83	36	62	16	46
chr1	34028709	34029268	28	43	42	50	10	35	24	41
chr1	34044688	34044971	0	3	2	5	4	2	2	1
chr1	34061264	34061465	4	3	5	6	0	2	4	3
chr1	34164718	34164979	3	9	4	8	3	3	1	1
chr1	34236328	34236852	11	15	13	18	10	26	3	14
chr1	34312253	34312525	4	4	8	5	1	7	2	4
chr1	34389080	34390036	52	68	72	85	44	60	38	54
chr1	34409804	34410297	9	17	20	21	10	12	10	10
chr1	34433139	34433573	18	21	36	37	19	24	13	24
chr1	34434732	34435231	29	32	42	36	33	41	22	33
chr1	34439178	34440094	110	107	129	145	74	106	78	101
chr1	34459480	34459935	17	15	14	27	9	16	11	21
chr1	34462850	34463240	23	24	18	21	10	18	10	16
chr1	34464363	34465019	44	32	38	60	20	29	22	33
chr1	34467570	34467808	6	6	9	11	6	0	3	2
chr1	34472491	34473412	45	36	47	53	32	40	19	35
chr1	34478930	34479452	5	3	4	7	5	6	3	6
chr1	34480846	34481133	9	10	9	22	5	19	11	8
chr1	34484439	34484836	17	10	18	27	5	18	6	7
chr1	34485682	34486158	25	15	18	26	16	16	14	14
chr1	34505088	34505288	1	2	2	1	0	0	1	3
chr1	34510640	34511333	17	26	18	19	9	11	10	16
chr1	34522172	34522624	8	6	9	10	2	12	8	3
chr1	34564319	34564960	17	13	14	11	6	10	9	11
chr1	34579432	34579875	7	11	11	14	4	12	8	9
chr1	34602338	34602716	10	15	6	8	4	7	3	12
chr1	34716346	34716857	9	11	9	11	4	4	7	11
chr1	34738322	34738675	3	3	2	5	5	2	3	7
chr1	34801462	34802193	32	38	31	41	16	36	20	31
chr1	34803793	34804025	7	15	19	15	3	15	8	13
chr1	34821433	34821808	13	14	16	19	13	15	13	9
chr1	34823397	34823745	10	10	8	7	10	6	1	8
chr1	34827883	34828363	38	38	33	34	38	36	21	34
chr1	34831174	34831512	6	7	6	10	6	3	7	8
chr1	34838328	34838678	11	16	16	20	7	18	8	13
chr1	34839329	34839537	10	7	8	9	5	4	1	2
chr1	34842546	34843533	57	59	69	78	47	46	32	58
chr1	34849667	34850300	27	25	23	35	17	26	21	22
chr1	34851524	34851986	15	26	17	35	10	32	16	18
chr1	34858658	34859164	14	17	14	16	12	17	4	13
chr1	34867203	34867615	13	10	22	28	12	20	10	8
chr1	34896952	34897314	12	7	5	5	5	11	2	5
chr1	35338246	35338559	4	5	7	13	2	7	4	5
chr1	35759653	35760188	14	16	20	21	16	20	10	18
chr1	35765713	35766004	0	4	3	3	1	1	1	4
chr1	35810548	35810951	19	29	17	20	18	16	13	18
chr1	35813604	35814122	31	33	31	49	24	40	17	33
chr1	35839528	35839827	1	2	4	4	2	2	1	4
chr1	35850103	35850427	1	1	8	1	2	2	1	2
chr1	35860680	35861192	20	15	19	14	9	15	3	8
chr1	35869540	35869992	7	8	15	16	7	8	6	11
chr1	35890418	35891013	14	17	29	34	12	19	16	27
chr1	35902380	35902580	0	0	0	0	1	2	2	1
chr1	35972245	35972535	1	3	4	5	3	2	2	6
chr1	35975797	35976058	2	1	5	4	3	3	2	4
chr1	35995060	35995615	9	11	13	20	6	8	13	11
chr1	36001016	36001252	2	1	1	2	1	1	0	5
chr1	36052556	36053180	16	32	27	37	23	45	16	29
chr1	36058768	36059240	6	2	3	7	4	7	3	5
chr1	36064891	36065331	20	32	30	39	11	30	17	23
chr1	36068027	36068696	45	45	42	81	25	40	24	43
chr1	36073210	36073627	9	16	14	21	5	32	21	23
chr1	36082223	36082625	4	5	8	6	3	5	3	3
chr1	36116604	36116899	0	0	3	2	2	1	0	1
chr1	36121235	36121500	2	4	4	1	3	4	7	1
chr1	36129125	36129575	20	11	16	27	14	12	6	15
chr1	36130251	36130741	21	25	25	29	13	20	17	26
chr1	36133583	36134007	14	17	14	27	7	8	10	14
chr1	36145201	36145464	3	4	1	2	1	1	1	6
chr1	36160221	36160637	3	8	7	8	5	13	6	8
chr1	36162637	36163125	27	28	30	30	8	23	16	28
chr1	36230892	36231331	6	9	10	10	6	4	8	7
chr1	36235123	36235367	3	2	1	4	2	1	1	1
chr1	36243873	36244673	35	27	32	39	16	35	26	29
chr1	36252822	36253231	3	4	14	12	6	4	8	10
chr1	36262028	36262561	26	19	17	38	25	24	7	21
chr1	36264051	36264628	11	15	17	18	9	18	10	15
chr1	36270666	36271064	16	12	26	26	11	14	11	22
chr1	36273225	36273762	29	37	38	43	16	30	28	33
chr1	36279208	36279632	4	8	7	10	4	4	7	3
chr1	36296508	36296863	5	5	1	2	2	4	5	5
chr1	36303363	36303735	15	19	22	22	10	25	12	18
chr1	36307301	36308486	58	69	92	133	53	65	51	69
chr1	36309658	36309909	15	7	16	19	4	7	4	8
chr1	36324104	36324304	6	3	6	10	2	5	5	7
chr1	36325722	36326413	10	9	9	17	5	19	5	11
chr1	36345030	36345480	4	9	16	22	4	4	4	14
chr1	36357142	36357653	12	7	9	15	4	2	4	9
chr1	36368329	36369427	32	27	39	39	18	32	19	25
chr1	36381154	36381542	2	2	4	4	5	2	7	2
chr1	36436529	36437493	18	19	13	19	16	21	24	22
chr1	36445083	36445568	24	20	24	34	20	19	21	25
chr1	36446344	36446771	9	4	10	4	4	9	2	7
chr1	36461780	36462197	7	5	11	10	8	4	7	9
chr1	36471144	36472032	47	68	68	75	49	73	48	59
chr1	36501333	36501643	1	3	2	2	2	2	3	4
chr1	36508273	36508609	15	7	12	8	8	8	8	7
chr1	36511518	36512572	45	61	52	57	24	43	34	49
chr1	36512646	36512876	3	10	6	4	2	3	3	5
chr1	36546958	36547613	48	33	51	50	26	43	28	42
chr1	36556509	36557413	16	31	20	42	11	42	23	24
chr1	36566392	36566841	5	6	3	8	2	4	5	8
chr1	36571551	36572117	10	16	33	21	10	22	14	18
chr1	36573879	36574118	5	5	3	5	3	2	3	6
chr1	36580566	36581079	3	3	4	5	4	2	10	4
chr1	36590013	36590290	1	4	3	3	2	4	2	2
chr1	36612485	36612944	4	5	10	10	3	7	8	6
chr1	36614582	36614974	3	3	3	3	6	4	5	4
chr1	36684110	36684540	2	6	8	10	7	14	4	12
chr1	36691174	36691790	22	33	28	36	13	23	26	26
chr1	36708974	36709602	15	29	25	22	12	17	14	12
chr1	36709678	36710289	29	29	33	37	37	27	22	31
chr1	36737344	36737658	2	4	3	5	5	3	2	2
chr1	36744598	36744811	2	1	9	1	2	2	0	6
chr1	36754022	36754712	6	9	3	7	6	5	7	10
chr1	36772588	36772919	0	1	4	1	2	4	0	5
chr1	36789481	36789895	5	6	1	5	3	1	2	3
chr1	36805781	36806001	3	2	3	3	3	2	0	2
chr1	36814275	36814596	6	2	3	6	8	0	6	5
chr1	36815075	36815459	9	14	11	8	6	10	5	7
chr1	36861673	36862066	7	7	4	10	7	6	3	8
chr1	36874878	36875458	12	13	11	12	14	11	6	15
chr1	36883800	36884079	0	1	5	7	3	8	4	7
chr1	36905624	36905834	0	2	3	1	1	0	0	2
chr1	36914484	36914904	9	7	4	12	6	4	4	8
chr1	36922160	36922389	5	2	2	2	1	0	4	2
chr1	36927610	36927993	7	2	7	7	5	6	5	5
chr1	36939388	36940223	36	36	44	49	35	35	23	36
chr1	36947433	36947846	6	4	7	14	6	10	8	7
chr1	36947902	36948264	3	3	2	2	2	1	5	4
chr1	36960779	36961112	4	7	1	4	1	2	1	1
chr1	36962374	36962735	1	4	6	4	1	6	4	2
chr1	36987149	36987540	6	11	11	13	0	6	8	9
chr1	37000359	37000933	8	6	13	11	8	10	11	15
chr1	37012999	37013472	16	24	21	24	4	16	7	10
chr1	37029618	37030042	2	8	3	6	2	4	2	9
chr1	37154191	37154523	4	4	4	3	1	4	0	4
chr1	37248443	37248754	0	1	3	2	3	2	3	2
chr1	37299585	37300332	20	25	34	29	18	22	17	22
chr1	37300684	37301048	10	11	6	9	7	7	8	12
chr1	37307792	37308434	11	10	18	18	4	7	7	8
chr1	37308599	37309041	7	13	6	7	9	4	5	5
chr1	37315025	37315328	3	4	3	3	7	13	4	4
chr1	37317905	37318233	10	9	6	4	5	9	6	6
chr1	37344241	37344831	14	12	10	12	5	11	5	11
chr1	37357039	37357521	12	14	9	18	10	7	6	10
chr1	37401735	37402032	2	2	6	10	4	1	2	2
